student_id,dropout_probability,dropout_risk,age,gender,is_first_gen_learner,response_time_decay_hrs,forum_passive_active_ratio,login_fragmentation_score,resource_depth_shift,collaborative_tool_drift_days,question_quality_level,peer_centrality_score,optional_activity_rate,submission_rush_hrs,silence_burst_count,help_seeking_latency_days,feedback_response_rate,device_count,monday_absence_cluster,tired_keyword_freq,whatsapp_study_silence,intervention_received,intervention_week,intervention_type,intervention_effectiveness,stress_type
STU0022,0.4426148101799127,0,18,M,0,96.0,48.6643955185881,0.8887393635674553,0.5372101594461609,30.0,4.343463797833582,0.0,0.18208623180622593,1.3303417387288516,3.448625451314229,5.003584875338375,0.34949922673140094,1,0,1,0,0,0,none,0.0,none
STU0023,0.02,0,18,M,0,0.0,1.5148199648413265,0.18466957434130618,0.3855015255641003,10.805626992735975,3.0789919610471808,0.763166764074304,0.7466650188700001,21.12730993645187,0.0,0.0,0.8666183649987478,1,0,2,0,1,4,peer_buddy,0.8143701634399841,none
STU0024,0.02,0,16,F,1,0.0,19.312258514061742,0.0,0.2044439609567287,0.0,4.3885060954192525,0.5940730816820425,0.7431301832770125,4.307931286190805,0.510781466516241,0.3067179945154321,0.9672305385950852,1,0,4,0,0,0,none,0.0,none
STU0025,0.02,1,15,M,1,18.872250149400198,8.687470200939675,0.41329071005804563,0.12263226722361632,0.0,2.4596143538027246,0.5487439849539595,0.3697398113651881,27.585518114742,0.18296098605097003,3.329062285292794,0.8774506962040997,1,1,1,0,0,0,none,0.0,home_financial_stress
STU0026,0.02,0,17,F,0,22.294194968327552,5.070473353778833,0.2781539878270138,0.015117432801381489,0.1194811996854962,2.166582554065462,0.8564691422584759,0.9824395397555308,41.39664671070192,0.0,2.2819558102737307,0.721188115384048,1,1,5,0,1,5,counsellor,0.47952951392932036,none
STU0027,0.02,0,16,M,0,2.1255852424670265,5.370089358540915,0.3222804923757858,0.01471650072018867,0.07691841474293619,5.989906856771233,0.9852232609148425,0.7795146143357928,14.542782540003861,1.4434296175968981,5.775164342045571,0.9289286673544228,1,0,4,0,0,0,none,0.0,none
STU0028,0.02,0,17,F,1,1.579228182039552,18.992048730268483,0.48244340848856776,0.3082632980699965,0.35633874334745047,4.8283054209350444,0.439226580180731,0.9806000184781305,36.30459358298791,0.8040481551107244,0.07972556874772604,0.7547776241833464,1,0,1,0,0,0,none,0.0,none
STU0029,0.02,0,16,F,1,4.8696684267403665,4.246849918475743,0.2224204701518745,0.08528189230147021,9.411393488514898,2.7269551507695438,0.9088141995215675,0.9728720268667223,10.088632724700886,2.004324859890899,0.0,0.724429749926935,2,0,1,0,1,8,voice_message,0.47802438432156114,none
STU0030,0.31647359904601347,0,14,M,0,24.07401629918958,14.916445887105793,0.9389672319204887,0.5490420761795827,11.818921077608262,4.329005583884985,0.20950370877973615,0.025499677168040642,0.0,3.4468233239733705,4.923696838506097,0.3932293054373692,2,1,2,0,0,0,none,0.0,none
STU0031,0.02,0,16,M,0,4.06412469392439,39.39599246628281,0.03479669205498001,0.2842512905270785,10.430517707490164,4.065579507877048,0.41236187130431134,0.8266491855223366,15.18542542658705,1.031214593944756,13.889750027625334,0.8107395910094715,1,0,3,0,0,0,none,0.0,none
STU0032,0.7964973158436074,0,13,F,1,57.75976019156525,58.46291962856863,1.0,0.9290837396110551,20.0205177951048,1.0281827963264332,0.11390493410617192,0.4341810783525658,2.559293627077503,6.337447252118612,29.8588335347209,0.2432598273009493,2,1,3,0,1,2,voice_message,0.5556014984652112,none
STU0033,0.5877005878120694,1,17,M,1,36.06075206195222,68.325990057,0.7661559624503691,0.954147919235201,12.751434719087028,4.338389732796194,0.13448406331514892,0.0,7.554739721418311,1.1495361617064193,15.440996546008428,0.02626334545977513,2,0,1,0,1,9,motivational_story,0.23833613066364528,home_financial_stress
STU0034,0.02,0,12,M,0,0.0,38.544871032263956,0.1105106164162554,0.043577390230615395,2.995215595128923,4.161745666767009,0.7587776269480214,0.739123625827012,38.24525396571097,0.8810375916790228,5.720393436311786,0.8805812179485902,1,0,2,0,0,0,none,0.0,none
STU0035,0.02,0,17,M,0,0.0,2.5302787465364225,0.08185151006239796,0.13267337253550526,1.0805894205314246,5.914952932827045,0.93766060771888,0.8482953835457109,22.624645718641382,0.0,13.986871184323206,1.0,1,0,2,0,0,0,none,0.0,none
STU0036,0.6071885495321853,1,14,M,0,40.98304844527858,59.608804239749304,0.6278827035981981,0.5427048632044962,21.685371472275744,2.996108193976169,0.4406123471615311,0.3572515473958828,18.980609984580312,9.966763997420626,15.3580449783097,0.11029098971657639,2,1,1,0,0,0,none,0.0,academic_struggle
STU0037,0.02,0,15,F,0,49.97063276428238,9.176182903818104,0.28596533911766314,0.03825909532771232,6.957833025722623,4.295053401347091,0.3925958844070301,0.8621146136524344,46.68032093661519,2.0949495189415277,2.7251554905277446,0.8729711131001084,2,0,2,0,1,10,parent_call,0.4962568808335318,none
STU0038,0.42664656482117463,0,16,F,1,27.75115720098405,28.840848343576567,1.0,0.6615913933600762,0.6861079591898774,1.0,0.0,0.3960706380607749,7.113208776007006,5.446416610222409,4.3310891942210175,0.08013451844781631,1,0,1,0,1,5,counsellor,0.5366488178796466,none
STU0039,0.4104256453974745,0,14,F,1,27.2431205229478,70.58149881249925,0.9951320253840816,0.9221651306439167,15.586366969654225,1.359884190418151,0.1732581478255508,0.06492070325831402,1.890409940365655,2.2387619714297946,15.852965995118533,0.2350018267696797,1,0,3,0,1,5,peer_buddy,0.6641183708263205,none
STU0040,0.6614065703188095,0,12,F,0,19.406643397756316,31.055991806862135,0.7148909301556963,0.4925856492441832,30.0,2.417131122647582,0.21874888457061825,0.22758104249596786,9.988681754451031,8.741087261073234,16.968158133056352,0.1612937505189454,1,1,3,1,0,0,none,0.0,none
STU0041,0.5561647669035634,1,15,F,0,78.69308564956911,63.58059592639715,0.9934103412976801,0.7578080270332382,3.9766570936601844,1.195693485376619,0.0,0.0,4.189159299014696,7.655696782318953,0.0,0.2390339867172121,2,0,1,0,1,9,peer_buddy,0.6152119607577301,home_financial_stress
STU0042,0.02,0,14,M,1,7.482393435479076,21.400422346456047,0.32965479505754464,0.2877776943366645,6.837687112931056,3.023817131719684,0.5659572590486841,0.5501614189178737,33.576344238267616,1.457685339026432,0.0,0.7888994588572876,2,0,3,0,1,6,parent_call,0.32049770509232883,none
STU0043,0.02,0,15,M,0,39.17366462213204,1.2540774049817152,0.32030089221406693,0.5088668104648473,1.620195730477522,4.872166608759801,0.9848047920638295,0.7273722668797353,35.75020780105045,1.4213343998289185,9.843188099216928,0.8536152090590943,1,0,1,0,1,9,peer_buddy,0.3806200247291965,none
STU0044,0.02,1,13,F,1,16.44308814409828,33.445632308009905,0.2706155882720328,0.001368967744914479,3.0395664874980315,3.387517700198571,0.3333682032414513,0.9942088387634362,14.046090906831845,1.2970852913956004,0.0,0.8111384543972997,2,0,4,0,0,0,none,0.0,home_financial_stress
STU0045,0.02,0,17,F,0,18.95260271859816,1.0,0.38450740369966013,0.1531895365171743,3.489212907836337,3.141659868000393,0.5494483891830069,0.9972091860918055,47.12182663238879,0.0,2.5778774084056435,0.8746962808540198,1,0,0,0,1,8,parent_call,0.3157058329540495,none
STU0046,0.02,1,16,M,0,0.0,1.0,0.14468182729654092,0.3503580829836151,1.4933372243167724,3.0125228322773983,0.7626815698238849,0.7407725687129203,31.86538856315835,2.380711889863197,4.646673734847349,0.7800262498812658,1,0,1,0,1,9,voice_message,0.3884312033243062,home_financial_stress
STU0047,0.02,0,18,M,0,0.6819907633779905,47.3311506327768,0.046288772571369076,0.0002883225393183174,0.2638067434621747,5.212077659942941,0.350555431248816,0.11590241742989842,28.927732841030796,1.252352958089901,0.05642188415641327,0.7257575213127935,1,1,2,1,0,0,none,0.0,none
STU0048,0.02,1,14,M,1,0.02749479539903094,1.0,0.4281046992692384,0.7302231000650445,1.4668888600178356,5.838823964601744,0.5144226740180252,0.6963790482190109,37.6933760380415,0.16703851404330033,2.396782433691792,0.708628043852572,2,0,0,0,1,10,parent_call,0.23001773164045325,home_financial_stress
STU0049,0.4288567497924311,1,15,F,1,14.462299814742728,70.69869200685649,0.08998112305218024,0.4269600392587792,21.062027557409493,3.521242444610799,0.0,0.16217121408585738,21.926607059036364,5.103896624482995,9.049354794391098,0.0021504021930337913,1,0,2,0,1,5,voice_message,0.5871902164920217,academic_struggle
STU0050,0.02,0,12,F,0,6.142790681042778,24.466211788928987,0.0378770730310427,0.45274114089036777,0.47195941900845273,3.2913780802779797,0.9773153368648497,0.9302560339784078,15.707164931652876,0.35729059070125113,7.148696936548748,0.937995176890642,2,0,3,0,0,0,none,0.0,none
STU0051,0.02,0,15,F,0,18.802077973622477,1.0,0.0,0.3431736214165992,0.0,4.771776899904609,0.4804681299442715,0.8243021884892806,37.99003997262164,2.281652323270357,7.055728178352346,0.6770009420201564,1,0,3,0,0,0,none,0.0,none
STU0052,0.02,0,16,F,0,0.05351059778032469,1.7143543226210545,0.4157375340419261,0.42337149536804103,4.542807229857915,5.403020614507716,0.9366681535647314,0.8505991999331192,24.374020835504677,0.2355482828768451,0.1430113002480973,0.6110730659899214,1,1,2,0,0,0,none,0.0,none
STU0053,0.02,0,17,F,0,0.0,1.0,0.0,0.3482447648687954,0.8867961088156194,5.923837718773276,0.988376482240997,0.772891822067577,47.71176756611323,0.5501223462442671,12.454702742622988,1.0,2,0,2,0,1,9,counsellor,0.13189440026507288,none
STU0054,0.7547948508073097,1,18,M,0,67.69249805549642,44.32210532653869,0.6540140972412408,1.0,28.479351331907345,1.5503847563033841,0.0,0.19040912732406046,8.387109849155387,10.0,18.355120922573903,0.010775839290802551,2,1,1,0,1,6,parent_call,0.4829821691757913,academic_struggle
STU0055,0.52094386122994,0,16,M,1,46.3996879510003,52.37516006892605,0.5674227108132842,0.8764086620310749,3.4863693985965987,2.2481589243339144,0.5505470978667314,0.03282470929636454,0.4731500647816784,6.6989885128246,12.99919226671865,0.0149551134791618,1,0,1,0,0,0,none,0.0,none
STU0056,0.6363819278057484,1,16,F,1,91.87340430875506,23.936411796101368,1.0,0.6723233156810579,22.393149952821627,1.2713363198569483,0.004798504139665054,0.007624274312917381,1.3050552364031582,7.374141569569681,7.616335753504542,0.39015007805737917,1,1,1,0,0,0,none,0.0,home_financial_stress
STU0057,0.02,0,18,M,0,0.18319269271398111,1.0,0.32479829575603486,0.0,8.701407524945855,4.448477672927778,0.7402190121731178,0.5901841985719583,14.29694721055808,1.0439038535454614,3.4476925051336975,0.7628462065719342,2,1,5,1,1,5,motivational_story,0.7319077190195806,none
STU0058,0.6477377495454822,0,17,F,0,47.44846364073164,72.65023631659484,0.3562747224506644,0.5812455977537604,28.66919995387857,3.924843598830818,0.39235221242229656,0.0,15.202329221555978,2.6956176728463648,17.99410544265681,0.008081007520917168,1,0,3,0,1,4,voice_message,0.7638910611480048,none
STU0059,0.02,0,14,M,1,0.6765961503213629,6.287101680952926,0.5275844256273514,0.34447300330941477,4.1863475104744765,4.94957294263357,0.8087427384252964,0.5473175590032079,47.61481486479449,0.0,8.473683780455696,0.6618194287081808,1,0,0,0,0,0,none,0.0,none
STU0060,0.02,0,14,F,0,5.512581452233705,6.260970245845608,0.6006034056082661,0.11076275935774442,1.8668978779278271,4.7445428397094895,0.9834839717152004,0.804325327287915,20.340777094929454,0.309725248994148,0.13477470958657117,0.9644406255483294,1,0,1,0,1,10,motivational_story,0.2830042126826849,none
STU0061,0.02,1,15,F,0,25.936319621746126,21.560030489549593,0.03136138286572458,0.28989733092691716,0.16932241163147618,1.6851743584134358,0.8223571176411774,0.8032609656085604,18.923556495008548,0.32573286184097505,0.8465063523821047,0.8971917415651738,2,0,2,0,1,7,voice_message,0.5035055979026037,academic_struggle
STU0062,0.5702153382513542,1,12,M,0,89.31273437548758,33.20042765623452,1.0,0.5239200207634463,27.99175683622421,2.4573407438742914,0.060218525064124284,0.020123444293114197,4.0491483153486145,7.588502501899085,19.859617773717016,0.6168746484131419,2,1,0,0,1,10,counsellor,0.38660246187085595,home_financial_stress
STU0063,0.38093462976002107,1,12,F,0,94.87964242513759,75.77241965352488,0.4741711199656155,0.4799768084823382,14.678333428806813,2.643865955562695,0.5318052240089957,0.6551168041868547,1.640856235685076,2.4497508711764513,11.587998402637524,0.2683639523261429,1,0,3,0,1,8,counsellor,0.6531898791589981,home_financial_stress
STU0064,0.5630417657471557,1,17,M,1,28.069254874612174,80.0,0.6803680566943197,0.6738684141917183,20.76274148273736,1.0,0.42697108655715554,0.0,0.9779528764966865,3.6447656520136,26.927905180150766,0.10592327870348717,2,1,1,0,1,3,parent_call,0.3629836842220098,home_financial_stress
STU0065,0.48920775990212745,0,13,F,0,36.114127349216005,1.0,0.6404942531426695,0.7171708524544157,14.756084388906169,2.365773402603629,0.07201918675209902,0.1292727650974502,12.069975185164203,7.00596865375044,9.65407515569399,0.005541287333329421,1,0,0,0,1,3,voice_message,0.6206433163409114,none
STU0066,0.02,1,16,F,1,0.6871403403396387,5.477182193312543,0.04340830687619405,0.2735912453046743,13.82379178126398,6.0,0.6648124240995205,0.707916280352907,28.39713102697097,2.0715040292749607,1.7520897725983566,0.5969846151885092,1,1,3,0,0,0,none,0.0,academic_struggle
STU0067,0.02,0,17,M,0,0.6014982759555265,29.851017493553677,0.06339829821351325,0.0,10.143461991063122,2.7481053965477167,0.7464422001737344,0.5752951188683693,15.465316880290489,1.3199424866129004,0.0,0.8311211376872489,2,1,1,0,1,6,voice_message,0.7668444818543648,none
STU0068,0.02,1,17,M,0,17.121989138952348,13.490776892707554,0.22897224072510153,0.0,6.597257058621021,6.0,0.7702062598472138,0.5912546650760047,12.421526817108797,0.0,4.131747615765808,0.9966840858990406,1,0,2,0,1,7,motivational_story,0.4821992284288556,home_financial_stress
STU0069,0.02,0,17,F,0,52.52490390661892,1.0,0.04689446507274658,0.26076181953359984,15.263819928016133,4.855379642299681,0.9407194154374523,0.49188089240740906,31.164891033377266,1.9087380883652703,0.21221774780682456,0.722110398045217,1,1,0,1,1,3,peer_buddy,0.748722034517528,none
STU0070,0.02,0,18,F,1,0.5806145599434771,9.263587829690941,0.16157272523717683,0.47856602332004067,0.21419550914449922,4.771612395717518,0.6767625420041697,0.9500426118498484,30.81924362271983,0.0,6.623226490852241,0.9502484526803862,1,1,0,0,0,0,none,0.0,none
STU0071,0.02,0,18,F,1,35.2012022734334,14.452811930665186,0.1849807358396472,0.15355392364411632,0.0,3.375501408952977,0.33549790326539036,0.7422468118033176,36.30805670394218,0.0,0.0,0.9974033839994202,2,0,3,0,1,2,counsellor,0.6524428176235412,none
STU0072,0.02,0,14,F,1,0.3548384782600857,2.25259893774422,0.4487061274022298,0.2807820318619009,13.100442309684377,2.541483617990281,0.7398152178879366,0.9615916682393586,34.60210150368878,2.0131596562072036,1.287967022800272,0.9141090813064945,1,1,4,0,1,4,voice_message,0.5480031281232312,none
STU0073,0.02,0,12,F,0,0.6204928073222811,4.757108668784006,0.19965514097521628,0.12788904058415818,7.672080090827999,3.514210912379262,0.4191523968503431,0.6823262858144458,29.120318908304114,1.7180686634775364,3.8209525990392352,0.8730424086336573,1,0,2,0,0,0,none,0.0,none
STU0074,0.02,1,16,F,1,0.1306860091072608,10.407825377032706,0.1335975089047981,0.48679110622972255,0.00024319983204943398,5.230839507449614,0.23638685045448224,0.4736409152140635,21.005898118618624,2.728872049471367,3.7889863155310883,0.6609653106306751,2,0,3,0,0,0,none,0.0,home_financial_stress
STU0075,0.46198904109887107,0,15,M,0,57.99056910967116,24.69164088627525,0.42737680673359907,0.5018726625914517,14.828514945777734,1.1786696557852332,0.2026498203178418,0.3097283348609164,0.0,0.0,30.0,0.19486678944922958,2,0,3,0,1,2,voice_message,0.5634700724865149,none
STU0076,0.02,0,13,F,0,0.9026031558170599,9.453677004600886,0.33444379326714974,0.0645196513866462,13.046045963542811,2.463129237849285,0.7649122126493431,0.7988836382006341,46.352268033055275,0.0,0.0,1.0,1,0,0,0,1,7,motivational_story,0.5021960296884481,none
STU0077,0.5681674071372262,1,16,M,0,39.88165075283559,27.324292625399938,0.8073008865812361,0.9135083838143346,20.838106405193148,1.2981605502085187,0.03206471473501627,0.28152712591064405,0.0,5.224447304537111,5.1107177321425725,0.2289044602678938,2,0,2,0,0,0,none,0.0,academic_struggle
STU0078,0.5874704236531618,0,15,M,1,46.34945670622604,1.0,0.7187613899927492,0.4228236716595521,21.768202066834366,2.4134407874355945,0.0,0.19102873649807478,4.54472012985558,2.267180106095254,18.47539159443706,0.0,2,0,1,0,1,10,peer_buddy,0.5083945363715466,none
STU0079,0.02,0,14,M,0,10.812363317267833,17.353217859984888,0.308848175834701,0.0,6.9961901773153174,4.140156856858293,0.7295475272863065,0.5860644441576834,7.86723339419652,0.0,3.3869295958260413,0.8875498028169102,1,1,2,0,1,7,parent_call,0.2505804947232201,none
STU0080,0.02,0,12,M,1,25.554371189770695,1.0,0.213679630334536,0.11233414797532414,17.335211858353077,5.889690139492587,0.9820881101397966,0.7247397403182909,16.227932889355134,0.11208374048307135,0.0,0.6552448206650582,1,1,0,0,1,3,parent_call,0.33710367348668346,none
STU0081,0.41148019370803096,0,12,M,0,38.02688180422642,72.0697371639995,0.4991427097364302,0.8198805720119886,10.407792296268065,2.558590500545539,0.0009315344429485783,0.0,19.076462922789553,3.6673207227379483,4.1617862690782506,0.3770512796502534,2,0,6,0,0,0,none,0.0,none
STU0082,0.02,0,14,M,0,39.66579067678857,12.824679461128902,0.2958825917552688,0.06800950035421299,3.3463987323886966,5.649895355253362,0.9270136026942388,0.5207055738053422,27.252821909225307,2.0602174023379933,1.896464194596867,0.9965343672265251,2,0,3,0,1,6,motivational_story,0.4863612341975012,none
STU0083,0.3971942762500932,1,14,F,1,81.29812009928342,60.489915969818654,0.07739147601698167,0.8553774160635093,12.641144885739658,2.0022458739770403,0.32949382298354213,0.24628976121315316,24.908806306999047,3.3958142284861097,17.644679708221002,0.00924284058663501,1,0,2,0,1,7,motivational_story,0.44276070600525647,academic_struggle
STU0084,0.49425232392983237,0,16,M,0,23.952521225220963,62.08552096781064,0.41864265575540055,0.8075769465677582,17.18665617287822,2.3959252906547914,0.0,0.3682540671459794,20.320129942849558,0.0,23.68925623028377,0.10805659547207284,2,1,4,0,1,10,voice_message,0.34094042580965683,none
STU0085,0.02,0,13,F,1,0.6700038760475222,1.0,0.28120451890475245,0.18753285228787459,0.6437185235355078,5.885074559516651,0.3189146034753044,0.4033337083748815,20.632306597336974,0.0,3.0921189825677424,0.7248285462014001,1,0,3,1,0,0,none,0.0,none
STU0086,0.02,0,17,F,0,36.71326079807609,1.6369991237647206,0.5580488970069588,0.010021877689815106,5.063394474081238,4.996062669452908,0.4684900625826533,0.9977409717719232,22.493658049244583,1.3277180561304958,2.0212221336527487,0.7954263084901284,1,0,1,0,0,0,none,0.0,none
STU0087,0.39505458021429285,0,16,F,1,23.295071554776328,53.152899834438415,0.28418104462346483,0.981728445242976,18.061506748873455,4.591746578700316,0.3415459620457674,0.25009299167094085,0.0,9.003433384776889,28.029689567117455,0.29020839618133243,1,0,5,0,0,0,none,0.0,none
STU0088,0.5422954762779385,0,15,M,0,72.16843369846598,30.592933229287105,0.8992688155571504,0.8605874048902529,16.566797036668603,3.3690533618773046,0.06646619189939937,0.0,0.9828938805256867,4.370520639376705,0.0,0.23090759281144135,1,0,3,0,0,0,none,0.0,none
STU0089,0.02,0,15,F,0,0.0,14.392026660950934,0.23717645443275714,0.04256651627931979,0.0,4.407761200984075,0.2930191467176353,0.9677410892547361,13.322218985136248,0.0,5.545752012765521,0.9402476507517575,1,0,4,0,0,0,none,0.0,none
STU0090,0.02,0,15,F,0,17.016620297072848,32.130727204084856,0.27115874967417425,0.3125932200690024,8.257800440208914,5.978654750236396,0.8316485637050267,0.688270009214436,0.0,1.3775964822655906,0.0,0.7259818069187499,2,0,1,0,0,0,none,0.0,none
STU0091,0.02,0,14,F,0,32.12669519591035,7.94192561104082,0.4435012546456006,0.33314292693410696,4.745355751665405,4.0274651171674165,0.8448548636941867,0.6451554464904282,21.627832135823073,0.0016515807742268085,1.7568966717701684,1.0,1,0,4,0,0,0,none,0.0,none
STU0092,0.46586624263251586,1,18,M,0,96.0,49.51908752280444,0.6924551052832655,1.0,14.964800460912377,3.51490800915601,0.04037154887075133,0.3677967680273884,3.7321468137862066,2.278385202092683,8.500294593372573,0.4187553459250918,2,0,2,0,1,10,motivational_story,0.34100348239328493,home_financial_stress
STU0093,0.7147589879677032,1,15,M,1,95.76532028771996,76.60645977863456,0.70973027312788,0.8382661217060223,30.0,3.153664829932889,0.0004951479020876087,0.3995248833132925,0.21938747252043064,4.442423044321045,16.904544140481487,0.3099138024904222,2,0,4,0,1,7,motivational_story,0.3632224943243581,academic_struggle
STU0094,0.4216054017718797,1,18,M,1,58.410239796684564,67.01336514017643,0.46189511316656867,0.5640959528343468,16.11490376944263,2.0551423254531334,0.10346464926475467,0.0659453302883683,10.504576440650867,0.7119330490389909,13.248211757846638,0.39260390177551585,1,0,2,0,0,0,none,0.0,home_financial_stress
STU0095,0.02,0,16,M,1,31.365631835654447,19.747979947121667,0.008271250964486563,0.0891989742164107,0.7565510204746546,3.7486767062464743,0.4849386582450474,0.8958781298062406,15.73369906995396,0.007227313780126876,7.666686953828027,0.9181683062432201,2,0,3,0,0,0,none,0.0,none
